Description,Price,Rating,ReviewCount,url
"Mr IRONSTONE L-Shaped Desk 50.8"" Computer Corner Desk, Home Gaming Desk, Office Writing Workstation with Large Monitor Stand, Space-Saving, Easy to Assemble, Black",$169.99,4.5 out of 5 stars,"23,322",https://www.amazon.ca/Mr-IRONSTONE-L-Shaped-Workstation-Space-Saving/dp/B082Y16QZ2/ref=sr_1_10?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-10
"Rolanstar Computer Desk L Shaped with LED Strip & Power Outlets, Reversible L Shaped Computer Corner Desk with Monitor Stand, Home Office Gaming Desk with USB Port&Hook, Black",$229.99,4.4 out of 5 stars,30,https://www.amazon.ca/Rolanstar-Computer-Outlets-Reversible-Monitor/dp/B09W9HP3T5/ref=sr_1_11?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-11
"Rolanstar Computer Desk with Monitor Stand and Drawer, 47"" Home Office Writing Desk, Study Table Workstation,Stable Metal Frame, Business Style, Black",$169.99,4.5 out of 5 stars,505,https://www.amazon.ca/Rolanstar-Computer-Monitor-Workstation-Business/dp/B099SBD79V/ref=sr_1_12?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-12
"SHW L-Shape Computer Gaming Desk with Monitor Stand for Home Office, White",$149.87,4.4 out of 5 stars,"3,673",https://www.amazon.ca/SHW-L-Shape-Computer-Gaming-Monitor/dp/B09156SFG2/ref=sr_1_13?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-13
"Molblly 40 * 24 Inch Electric Height Adjustable Standing Desk, Memory Preset Electric Height Desk Ergonomic Stand Up Desk Study Desk for Home Office Works (Brown)",$274.99,,,https://www.amazon.ca/Molblly-Electric-Adjustable-Standing-Ergonomic/dp/B09ZQTYFNB/ref=sr_1_14?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-14
"SHW 46-Inch Mission Desk with Side Shelf, Rustic Brown",$99.87,4.8 out of 5 stars,12,https://www.amazon.ca/SHW-46-Inch-Mission-Shelf-Rustic/dp/B0B29J5JDV/ref=sr_1_15?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-15
Molblly Electric Adjustable Standing Desk with Powerful/Quite Motor & Memory Preset Controller，40 x 24 inch Brown,$236.00,,,https://www.amazon.ca/Molblly-Electric-Adjustable-Standing-Controller%EF%BC%8C40/dp/B0B15H99JQ/ref=sr_1_16?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-16
"SogesPower PC Desk Office Desk Workstation Computer Desk for Home Office Writing Table,SPYL-AC3-80WW(White，31.5 inch",$89.00,4.6 out of 5 stars,115,https://www.amazon.ca/SogesPower-Workstation-Computer-SPYL-AC3-80WW-White%EF%BC%8C31-5/dp/B09YQ8G9JK/ref=sr_1_17?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-17
"Rolanstar Computer Desk with Recessed Power Strip, 55"" Office Desk with 2 Storage Shelves with Corner Protectors, Study Table, Workstation,Business Style, Stable Metal Frame, RTB00D-YE140-1",$159.99,4.6 out of 5 stars,"1,833",https://www.amazon.ca/Rolanstar-Computer-Protectors-Workstation-RTB00D-YE140-1/dp/B08CXNF5RK/ref=sr_1_18?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-18
"VERMESS Computer Desk with 4 Tiers Shelves, 39 Inch Sturdy Table with Reversible Bookshelf for Home Office, Study Tower Desk for Small Space, Industrial Modern Style, Black+Vintage",$129.99,4.2 out of 5 stars,64,https://www.amazon.ca/VERMESS-Computer-Reversible-Bookshelf-Industrial/dp/B0B1YL74L8/ref=sr_1_19?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-19
"MotionGrey - Electric Motor Height Adjustable Standing Desk, Ergonomic Stand Up Desk, Adjustable Computer Sit Stand Desk Stand - Black Frame Single Motor with Laminated Wood Pattern Table Top - (TABLETOP INCLUDED)",$277.99,4.5 out of 5 stars,139,https://www.amazon.ca/MotionGrey-Electric-Adjustable-Ergonomic-Laminated/dp/B09KQYKM8V/ref=sr_1_20?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-20
"soges Computer Desk 55inches PC Desk Office Desk with Shelf Workstation for Home Office Use Writing Table White Oak,Tplus-MO-140-CA",$155.00,4.3 out of 5 stars,587,https://www.amazon.ca/Computer-55inches-Workstation-Writing-Tplus-MO-140-CA/dp/B07DRJFPPD/ref=sr_1_21?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-21
"Rolanstar Computer Desk with 2 Drawers and Power Outlet, 39"" Home Office Writing Desk with Monitor Stand, Workstation Table with Stable Metal Frame, Black",$149.99,4.6 out of 5 stars,925,https://www.amazon.ca/Rolanstar-Computer-Drawers-Writing-Workstation/dp/B0936XHHTR/ref=sr_1_22?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-22
"SHW L-Shaped Desk Home Office Corner Table with Shelves, Espresso",$144.87,4.2 out of 5 stars,"14,621",https://www.amazon.ca/L-Shaped-Home-Office-Corner-Espresso/dp/B07H4TGCCM/ref=sr_1_23?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-23
"Rolanstar Computer Desk with Storage Shelves 47"", Home Office Desk with 4-Tier Reversible Bookshelf, Rustic Writing Table Workstation, Study Corner Desk for Small Space, Rustic Brown",$149.99,4.4 out of 5 stars,"1,354",https://www.amazon.ca/Rolanstar-Storage-Shelves-Writing-Workstation/dp/B08JYCJC68/ref=sr_1_24?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-24
"SHW Home Office Computer Desk with Shelves, Maple",$99.87,4.5 out of 5 stars,291,https://www.amazon.ca/SHW-Office-Computer-Shelves-Maple/dp/B095VQXT7C/ref=sr_1_25?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-25
"soges Computer Desk 43.3 inches PC Desk Office Desk with 3 Drawers Workstation for Home Office Use Writing Table,White GCBG1016-N-CA",$195.00,4.3 out of 5 stars,29,https://www.amazon.ca/Computer-Drawers-Workstation-Writing-GCBG1016-N-CA/dp/B08H8FYP2P/ref=sr_1_26?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-26
"BedStory L Shaped Desk, 94 Inch Corner Desk Computer Table Multi-Usage Office Workstation with Storage Shelves for Home Office Large Computer Desk P2 Board, Space-Saving Wooden Office Desk",$217.99,4.5 out of 5 stars,47,https://www.amazon.ca/BedStory-Computer-Multi-Usage-Workstation-Space-Saving/dp/B09782HVMJ/ref=sr_1_27?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-27
"VASAGLE ALINRU Computer Desk, 55.1-Inch Long Home Office Desk for Study, Writing Desk with 2 Shelves on Left or Right, Steel Frame, Industrial, Rustic Brown and Black ULWD55X",$159.99,4.6 out of 5 stars,"2,254",https://www.amazon.ca/VASAGLE-ULWD55X-Industrial-Computer-Assembly/dp/B07GS1LRDY/ref=sr_1_28?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-28
"SogesPower 53× 53 inches L-Shaped Desk Corner Computer Desk with Storage Shelf Modern Home Office Desk Student Writing Desk, Black, SPDX-392BK-N-CA",$169.00,4.6 out of 5 stars,2,https://www.amazon.ca/SogesPower-L-Shaped-Computer-Storage-SPDX-392BK-N-CA/dp/B08P1B68T2/ref=sr_1_29?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-29
"COTUBLR 55 Inch Computer Desk with Storage Shelf, Study Table for Kids, Writing Desk with Bookshelf, Sturdy Wood Desk for Bedroom, Home Office Desk, Black",$89.99,4.3 out of 5 stars,143,https://www.amazon.ca/COTUBLR-Computer-Bookshelf-Storage-Writing/dp/B08HRZZVCG/ref=sr_1_30?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-30
"soges 59inches x 59inches L Shaped Desk Computer Desk Multifunctional L Desk Large Corner Desk, Black, ZJ02-BK-N-CA",$163.00,4.3 out of 5 stars,417,https://www.amazon.ca/59inches-L-Shaped-Computer-Multifunctional-ZJ02-BK-N-CA/dp/B07CVMXZGR/ref=sr_1_31?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-31
"Bestier L Shaped Desk with Shelves 95.2 Inch Reversible Corner Computer Desk or 2 Person Long Table for Home Office Large Gaming Writing Storage Workstation P2 Board with 3 Cable Holes, Gray",$309.99,4.6 out of 5 stars,"3,577",https://www.amazon.ca/Bestier-L-Shaped-Adjustable-Industrial-Workstation/dp/B089288R57/ref=sr_1_32?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-32
"Maxzzz Computer Desk, L Shaped Desk Corner Gaming Desk with Storage Shelves, Multi-Usage Laptop Desk & Home Office Desk Sturdy Gaming Table Workstation Desk with Large Monitor Stand",$215.99,4.4 out of 5 stars,32,https://www.amazon.ca/Maxzzz-Computer-Storage-Multi-Usage-Workstation/dp/B09BC1S8ZN/ref=sr_1_33?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-33
"Need Computer Desk 55inches Office Desk Folding Table Computer Table Workstation No Install Needed, White AC5DW-140-CA",$119.00,4.7 out of 5 stars,837,https://www.amazon.ca/Need-Computer-Folding-Workstation-AC5DW-140-CA/dp/B06XHH4J4X/ref=sr_1_34?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-34
"VASAGLE L-Shaped Computer Desk, Corner Desk, 54-Inch Writing Study Workstation, Greige and Black ULWD72MB",$219.99,4.6 out of 5 stars,"8,515",https://www.amazon.ca/VASAGLE-L-Shaped-Computer-Workstation-ULWD72MB/dp/B086W2MDSJ/ref=sr_1_35?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-35
"DlandHome L-Shaped Computer Desk 47inches and 43 inches Home Office Corner Table PC Laptop Study Workstation with CPU Stand, Black DCA-ZJ1-BK",$142.99,4.2 out of 5 stars,267,https://www.amazon.ca/DlandHome-L-Shaped-Computer-Workstation-DCA-ZJ1-BK/dp/B07Q82SG5Y/ref=sr_1_36?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-36
"SogesHome 55 inch Computer Desk with Shelf Study Desk Work Desk Home Office Desk with Storage, White Oak, Tplus-OK-140-HCA",$129.00,4.3 out of 5 stars,259,https://www.amazon.ca/SogesHome-Computer-Shelves-Workstation-Tplus-OK-140-HCA/dp/B07PQQBBJH/ref=sr_1_37?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&smid=A1UW3Z5HKJBXHH&sprefix=office+desk%2Caps%2C79&sr=8-37
"SogesGame 55 Inch Computer Desk with Opening Shelf Sturdy Office Desk Meeting Desk Writing Home Office Desk Workstation Desk Gaming Desk,Maple WK-JK140-MO-S8-CA-N",$100.99,3.8 out of 5 stars,8,https://www.amazon.ca/SogesGame-Computer-Opening-Workstation-WK-JK140-MO-S8-CA-N/dp/B08B1FH1JN/ref=sr_1_38?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-38
"SogesPower Work Desk for Home Office Desk with Storage Shelves as PC Desk & Gaming Desk & Computer Desk for Home Office Student Writing Desk,55 inch White Maple",$159.00,4.3 out of 5 stars,401,https://www.amazon.ca/SogesPower-Computer-Trestle-Laptop-Office/dp/B07RWXGCXG/ref=sr_1_39?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-39
"31.5 inch Computer Desk with Non-Woven Storage Bag, Office Work Desk for Small Spaces, Writing Study, Industry Modern Table for Bedroom, Home, Office",$89.99,4.6 out of 5 stars,"1,198",https://www.amazon.ca/Computer-Non-Woven-Storage-Writing-Industry/dp/B089Q26SMV/ref=sr_1_40?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-40
"SDHYL Computer Desk, 47 inches Home Office Desks with Storage Shelves, 2-Tier Student Desk School Desk Simple Desk Work Desk Wooden Desk Small Desks for Home Small Spaces (Black)",$129.99,4.4 out of 5 stars,199,https://www.amazon.ca/SDHYL-Computer-Shelves-Workstation-S7-WK-Tplus-BK-CA/dp/B082V8Q61V/ref=sr_1_41?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-41
"Computer Desk,39.4” 47.2”Home Office Desk Writing Study Table Modern Simple Style PC Desk with Metal Frame for Home Office (39.4”)",$37.07,4.5 out of 5 stars,23,https://www.amazon.ca/47-Small-Desk-Desk%EF%BC%8CComputer-Design%EF%BC%8CBlack/dp/B09C5SMSQG/ref=sr_1_42?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-42
"SHW Gaming Desk L-Shaped Office Computer Corner Table, Espresso",$109.87,4.4 out of 5 stars,"3,779",https://www.amazon.ca/L-Shaped-Home-Office-Corner-Espresso/dp/B07MFC32XC/ref=sr_1_43?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-43
"sogesfurniture 55 x 55 inches L-Shaped Folding Computer Desk, Left & Right Adjustable Half-Installed - Large L Desk Home Office Desk Workstation Desk,White BHCA-AC11DW",$225.00,4.4 out of 5 stars,55,https://www.amazon.ca/sogesfurniture-L-Shaped-Computer-Adjustable-Half-Installed/dp/B08RJ4WDGK/ref=sr_1_44?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-44
"Need 31.5 inch Computer Desk Writing Desk Side Table Office Desk Computer Table, with BIFMA Certification, Black, AC3CB-8040-CA",$69.00,4.5 out of 5 stars,878,https://www.amazon.ca/Need-Computer-Certification-Writing-AC3CB-8040-CA/dp/B07RFLD8XS/ref=sr_1_45?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-45
"VASAGLE L-Shaped Computer Desk, 58-Inch Corner Desk, Home Office Writing Workstation ULWD73X",$155.99,4.5 out of 5 stars,"2,543",https://www.amazon.ca/VASAGLE-L-Shaped-Space-Saving-Industrial-ULWD73X/dp/B0823BF31L/ref=sr_1_46?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-46
"Mr IRONSTONE Computer Desk 47"" Home Office Writing Desk, Modern Simple Study Desk, Laptop Table with Storage Bag, Cup Holder and Headphone Hook (Rustic Brown)",$119.99,4.7 out of 5 stars,"1,110",https://www.amazon.ca/Mr-IRONSTONE-Computer-Writing-Headphone/dp/B08T8SLBHT/ref=sr_1_47?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-47
"SogesPower 31.5 * 15.7inches Small Desk Writing Study Worksation for Home Office Computer Desk Activity Table, Black,SPYL-AC3-8040BK(Black,31.5 * 15.7 inch)",$89.99,,,https://www.amazon.ca/SogesPower-15-7inches-Worksation-Computer-SPYL-AC3-8040BK/dp/B09YQHL5PJ/ref=sr_1_48?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008181&sprefix=office+desk%2Caps%2C79&sr=8-48
"POWAITER Home Office Desk, Computer Desk 39"" Study Writing Table, Latop Table, Modern Simple PC Desk with Splice Board, Rustic Brown and Black",$105.99,4.5 out of 5 stars,781,https://www.amazon.ca/Office-POWAITER-Computer-Writing-Modern/dp/B08T8T7R6C/ref=sr_1_1?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-1
"CAIYUN Computer Home Office Desk, Desk Table with Storage Shelf and Bookshelf Storage Bag, Study Writing Table Modern Simple Style Space Saving Design (47 inch, Black+Rustic Brown)",$159.99,4.2 out of 5 stars,51,https://www.amazon.ca/CAIYUN-Computer-Storage-Bookshelf-Writing/dp/B09T9VZTBK/ref=sr_1_2?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-2
"Flrrtenv Home Office Computer Desk, Modern Industrial Simple Table, Workstation, Study Writing Desk,47 inch, Natural",$84.99,4.3 out of 5 stars,"2,238",https://www.amazon.ca/Flrrtenv-Computer-Industrial-Workstation-Writing/dp/B0895KCD23/ref=sr_1_3?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-3
"HOMIDEC Writing Computer Desk, Office Work Desk with Bookshelf, 63 Inch Study Laptop Table with 4 Tier DIY Storage Shelves, Modern Simple Style Desks for Bedroom, Home, Office (63 x 23.6 x 43.3 inch)",$174.99,4.5 out of 5 stars,673,https://www.amazon.ca/HOMIDEC-Writing-Computer-Bookshelf-62-9x23-6x43-3inch/dp/B089QDQTNW/ref=sr_1_4?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-4
"Rolanstar Computer Desk L-Shaped with Power Outlet and USB Port, 54"" x 54"" Corner Gaming Desk with Monitor Stand and Keyboard Tray, Home Office Desk with Hook, Rustic Brown",$209.99,4.6 out of 5 stars,755,https://www.amazon.ca/Rolanstar-Computer-L-Shaped-Monitor-Keyboard/dp/B095H59NDR/ref=sr_1_5?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-5
"SHW Home Office Computer Desk, Silver/Espresso, 48-Inch (121 cm W x 60 cm D)",$107.87,4.5 out of 5 stars,"25,151",https://www.amazon.ca/SHW-Office-48-Inch-Computer-Espresso/dp/B07Q3YR6GV/ref=sr_1_6?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-6
"Dulcii 56"" Computer Desk Modern Office Table with Storage Shelves, 2 in 1 Design Industrial Home Office Desk, Home Office College Dorm Studying Desk, Steel Frame, Rustic Brown and Black",$129.01,4.5 out of 5 stars,7,https://www.amazon.ca/Writing-Computer-Industrial-Storage-Studying/dp/B098JSBHKP/ref=sr_1_7?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-7
"40 inch Office Desk with Two Non Woven Drawers, Computer Writing Desk Work Table for Bedroom, Home, Office, Kid Student Study Desk for Dorm Room",$125.99,4.4 out of 5 stars,678,https://www.amazon.ca/Drawers-Computer-Storage-Shelves-Bedroom/dp/B08N4P23ZD/ref=sr_1_9?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-9
"Mr IRONSTONE L-Shaped Desk 50.8"" Computer Corner Desk, Home Gaming Desk, Office Writing Workstation with Large Monitor Stand, Space-Saving, Easy to Assemble, Black",$169.99,4.5 out of 5 stars,"23,322",https://www.amazon.ca/Mr-IRONSTONE-L-Shaped-Workstation-Space-Saving/dp/B082Y16QZ2/ref=sr_1_10?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-10
"Rolanstar Computer Desk L Shaped with LED Strip & Power Outlets, Reversible L Shaped Computer Corner Desk with Monitor Stand, Home Office Gaming Desk with USB Port&Hook, Black",$229.99,4.4 out of 5 stars,30,https://www.amazon.ca/Rolanstar-Computer-Outlets-Reversible-Monitor/dp/B09W9HP3T5/ref=sr_1_11?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-11
"Rolanstar Computer Desk with Monitor Stand and Drawer, 47"" Home Office Writing Desk, Study Table Workstation,Stable Metal Frame, Business Style, Black",$169.99,4.5 out of 5 stars,505,https://www.amazon.ca/Rolanstar-Computer-Monitor-Workstation-Business/dp/B099SBD79V/ref=sr_1_12?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-12
"SHW L-Shape Computer Gaming Desk with Monitor Stand for Home Office, White",$149.87,4.4 out of 5 stars,"3,673",https://www.amazon.ca/SHW-L-Shape-Computer-Gaming-Monitor/dp/B09156SFG2/ref=sr_1_13?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-13
"Molblly 40 * 24 Inch Electric Height Adjustable Standing Desk, Memory Preset Electric Height Desk Ergonomic Stand Up Desk Study Desk for Home Office Works (Brown)",$274.99,,,https://www.amazon.ca/Molblly-Electric-Adjustable-Standing-Ergonomic/dp/B09ZQTYFNB/ref=sr_1_14?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-14
"SHW 46-Inch Mission Desk with Side Shelf, Rustic Brown",$99.87,4.8 out of 5 stars,12,https://www.amazon.ca/SHW-46-Inch-Mission-Shelf-Rustic/dp/B0B29J5JDV/ref=sr_1_15?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-15
Molblly Electric Adjustable Standing Desk with Powerful/Quite Motor & Memory Preset Controller，40 x 24 inch Brown,$236.00,,,https://www.amazon.ca/Molblly-Electric-Adjustable-Standing-Controller%EF%BC%8C40/dp/B0B15H99JQ/ref=sr_1_16?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-16
"SogesPower PC Desk Office Desk Workstation Computer Desk for Home Office Writing Table,SPYL-AC3-80WW(White，31.5 inch",$89.00,4.6 out of 5 stars,115,https://www.amazon.ca/SogesPower-Workstation-Computer-SPYL-AC3-80WW-White%EF%BC%8C31-5/dp/B09YQ8G9JK/ref=sr_1_17?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-17
"Rolanstar Computer Desk with Recessed Power Strip, 55"" Office Desk with 2 Storage Shelves with Corner Protectors, Study Table, Workstation,Business Style, Stable Metal Frame, RTB00D-YE140-1",$159.99,4.6 out of 5 stars,"1,833",https://www.amazon.ca/Rolanstar-Computer-Protectors-Workstation-RTB00D-YE140-1/dp/B08CXNF5RK/ref=sr_1_18?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-18
"VERMESS Computer Desk with 4 Tiers Shelves, 39 Inch Sturdy Table with Reversible Bookshelf for Home Office, Study Tower Desk for Small Space, Industrial Modern Style, Black+Vintage",$129.99,4.2 out of 5 stars,64,https://www.amazon.ca/VERMESS-Computer-Reversible-Bookshelf-Industrial/dp/B0B1YL74L8/ref=sr_1_19?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-19
"MotionGrey - Electric Motor Height Adjustable Standing Desk, Ergonomic Stand Up Desk, Adjustable Computer Sit Stand Desk Stand - Black Frame Single Motor with Laminated Wood Pattern Table Top - (TABLETOP INCLUDED)",$277.99,4.5 out of 5 stars,139,https://www.amazon.ca/MotionGrey-Electric-Adjustable-Ergonomic-Laminated/dp/B09KQYKM8V/ref=sr_1_20?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-20
"soges Computer Desk 55inches PC Desk Office Desk with Shelf Workstation for Home Office Use Writing Table White Oak,Tplus-MO-140-CA",$155.00,4.3 out of 5 stars,587,https://www.amazon.ca/Computer-55inches-Workstation-Writing-Tplus-MO-140-CA/dp/B07DRJFPPD/ref=sr_1_21?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-21
"Rolanstar Computer Desk with 2 Drawers and Power Outlet, 39"" Home Office Writing Desk with Monitor Stand, Workstation Table with Stable Metal Frame, Black",$149.99,4.6 out of 5 stars,925,https://www.amazon.ca/Rolanstar-Computer-Drawers-Writing-Workstation/dp/B0936XHHTR/ref=sr_1_22?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-22
"SHW L-Shaped Desk Home Office Corner Table with Shelves, Espresso",$144.87,4.2 out of 5 stars,"14,621",https://www.amazon.ca/L-Shaped-Home-Office-Corner-Espresso/dp/B07H4TGCCM/ref=sr_1_23?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-23
"Rolanstar Computer Desk with Storage Shelves 47"", Home Office Desk with 4-Tier Reversible Bookshelf, Rustic Writing Table Workstation, Study Corner Desk for Small Space, Rustic Brown",$149.99,4.4 out of 5 stars,"1,354",https://www.amazon.ca/Rolanstar-Storage-Shelves-Writing-Workstation/dp/B08JYCJC68/ref=sr_1_24?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-24
"SHW Home Office Computer Desk with Shelves, Maple",$99.87,4.5 out of 5 stars,291,https://www.amazon.ca/SHW-Office-Computer-Shelves-Maple/dp/B095VQXT7C/ref=sr_1_25?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-25
"soges Computer Desk 43.3 inches PC Desk Office Desk with 3 Drawers Workstation for Home Office Use Writing Table,White GCBG1016-N-CA",$195.00,4.3 out of 5 stars,29,https://www.amazon.ca/Computer-Drawers-Workstation-Writing-GCBG1016-N-CA/dp/B08H8FYP2P/ref=sr_1_26?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-26
"BedStory L Shaped Desk, 94 Inch Corner Desk Computer Table Multi-Usage Office Workstation with Storage Shelves for Home Office Large Computer Desk P2 Board, Space-Saving Wooden Office Desk",$217.99,4.5 out of 5 stars,47,https://www.amazon.ca/BedStory-Computer-Multi-Usage-Workstation-Space-Saving/dp/B09782HVMJ/ref=sr_1_27?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-27
"VASAGLE ALINRU Computer Desk, 55.1-Inch Long Home Office Desk for Study, Writing Desk with 2 Shelves on Left or Right, Steel Frame, Industrial, Rustic Brown and Black ULWD55X",$159.99,4.6 out of 5 stars,"2,254",https://www.amazon.ca/VASAGLE-ULWD55X-Industrial-Computer-Assembly/dp/B07GS1LRDY/ref=sr_1_28?crid=KQWQ1T01TXQ2&keywords=office+desk&qid=1661008184&sprefix=office+desk%2Caps%2C79&sr=8-28
